wave,prompt_id,fixture,label,name,run_id,trajectory_id,gsm8k_index,expected_answer,seed,attempt,generated_token_count,prompt_token_count,shard_count,status_counts_json,all_tokens_ok,trajectory_json,run_root,aggregate_path,per_token_metrics_csv,prefix_audit_json,source_pair_manifest
v2_combined10,636,636_base,wrong,636_wrong_seed3004_attempt000005,real-prompt-trace-v2-636_wrong_seed3004_attempt000005,636_base_attempt000005,636,1050,3004,5,179,73,20,"{""ok"":179}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/636_base/attempt_000005.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/636_wrong_seed3004_attempt000005/run/real-prompt-trace-v2-636_wrong_seed3004_attempt000005,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/636_wrong_seed3004_attempt000005/run/real-prompt-trace-v2-636_wrong_seed3004_attempt000005/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/636_wrong_seed3004_attempt000005/run/real-prompt-trace-v2-636_wrong_seed3004_attempt000005/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/636_wrong_seed3004_attempt000005/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,662,662_base,correct,662_correct_seed3002_attempt000003,real-prompt-trace-v2-662_correct_seed3002_attempt000003,662_base_attempt000003,662,7,3002,3,212,90,28,"{""ok"":212}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/662_base/attempt_000003.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/662_correct_seed3002_attempt000003/run/real-prompt-trace-v2-662_correct_seed3002_attempt000003,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/662_correct_seed3002_attempt000003/run/real-prompt-trace-v2-662_correct_seed3002_attempt000003/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/662_correct_seed3002_attempt000003/run/real-prompt-trace-v2-662_correct_seed3002_attempt000003/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/662_correct_seed3002_attempt000003/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,662,662_base,wrong,662_wrong_seed3015_attempt000016,real-prompt-trace-v2-662_wrong_seed3015_attempt000016,662_base_attempt000016,662,7,3015,16,211,90,28,"{""ok"":211}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/662_base/attempt_000016.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/662_wrong_seed3015_attempt000016/run/real-prompt-trace-v2-662_wrong_seed3015_attempt000016,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/662_wrong_seed3015_attempt000016/run/real-prompt-trace-v2-662_wrong_seed3015_attempt000016/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/662_wrong_seed3015_attempt000016/run/real-prompt-trace-v2-662_wrong_seed3015_attempt000016/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/662_wrong_seed3015_attempt000016/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,698,698_base,correct,698_correct_seed3007_attempt000008,real-prompt-trace-v2-698_correct_seed3007_attempt000008,698_base_attempt000008,698,720,3007,8,164,94,20,"{""ok"":164}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/698_base/attempt_000008.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/698_correct_seed3007_attempt000008/run/real-prompt-trace-v2-698_correct_seed3007_attempt000008,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/698_correct_seed3007_attempt000008/run/real-prompt-trace-v2-698_correct_seed3007_attempt000008/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/698_correct_seed3007_attempt000008/run/real-prompt-trace-v2-698_correct_seed3007_attempt000008/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/698_correct_seed3007_attempt000008/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,698,698_base,wrong,698_wrong_seed3015_attempt000016,real-prompt-trace-v2-698_wrong_seed3015_attempt000016,698_base_attempt000016,698,720,3015,16,165,94,20,"{""ok"":165}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/698_base/attempt_000016.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/698_wrong_seed3015_attempt000016/run/real-prompt-trace-v2-698_wrong_seed3015_attempt000016,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/698_wrong_seed3015_attempt000016/run/real-prompt-trace-v2-698_wrong_seed3015_attempt000016/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/698_wrong_seed3015_attempt000016/run/real-prompt-trace-v2-698_wrong_seed3015_attempt000016/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/698_wrong_seed3015_attempt000016/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,860,860_base,correct,860_correct_seed3010_attempt000011,real-prompt-trace-v2-860_correct_seed3010_attempt000011,860_base_temp08_screen_seed3000_attempt000011,860,3,3010,11,129,66,11,"{""ok"":129}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/860_base/attempt_000011.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/860_correct_seed3010_attempt000011/run/real-prompt-trace-v2-860_correct_seed3010_attempt000011,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/860_correct_seed3010_attempt000011/run/real-prompt-trace-v2-860_correct_seed3010_attempt000011/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/860_correct_seed3010_attempt000011/run/real-prompt-trace-v2-860_correct_seed3010_attempt000011/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/860_correct_seed3010_attempt000011/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,860,860_base,wrong,860_wrong_seed3006_attempt000007,real-prompt-trace-v2-860_wrong_seed3006_attempt000007,860_base_temp08_screen_seed3000_attempt000007,860,3,3006,7,116,66,10,"{""ok"":116}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/860_base/attempt_000007.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/860_wrong_seed3006_attempt000007/run/real-prompt-trace-v2-860_wrong_seed3006_attempt000007,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/860_wrong_seed3006_attempt000007/run/real-prompt-trace-v2-860_wrong_seed3006_attempt000007/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/860_wrong_seed3006_attempt000007/run/real-prompt-trace-v2-860_wrong_seed3006_attempt000007/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/860_wrong_seed3006_attempt000007/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,877,877_base,correct,877_correct_seed3008_attempt000009,real-prompt-trace-v2-877_correct_seed3008_attempt000009,877_base_attempt000009,877,7000,3008,9,300,108,53,"{""ok"":300}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/877_base/attempt_000009.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/877_correct_seed3008_attempt000009/run/real-prompt-trace-v2-877_correct_seed3008_attempt000009,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/877_correct_seed3008_attempt000009/run/real-prompt-trace-v2-877_correct_seed3008_attempt000009/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/877_correct_seed3008_attempt000009/run/real-prompt-trace-v2-877_correct_seed3008_attempt000009/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/877_correct_seed3008_attempt000009/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,877,877_base,wrong,877_wrong_seed3005_attempt000006,real-prompt-trace-v2-877_wrong_seed3005_attempt000006,877_base_attempt000006,877,7000,3005,6,299,108,53,"{""ok"":299}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/877_base/attempt_000006.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/877_wrong_seed3005_attempt000006/run/real-prompt-trace-v2-877_wrong_seed3005_attempt000006,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/877_wrong_seed3005_attempt000006/run/real-prompt-trace-v2-877_wrong_seed3005_attempt000006/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/877_wrong_seed3005_attempt000006/run/real-prompt-trace-v2-877_wrong_seed3005_attempt000006/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/877_wrong_seed3005_attempt000006/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,1300,1300_base,correct,1300_correct_seed3003_attempt000004,real-prompt-trace-v2-1300_correct_seed3003_attempt000004,1300_base_temp08_screen_seed3000_attempt000004,1300,120,3003,4,173,76,19,"{""ok"":173}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/1300_base/attempt_000004.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/1300_correct_seed3003_attempt000004/run/real-prompt-trace-v2-1300_correct_seed3003_attempt000004,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/1300_correct_seed3003_attempt000004/run/real-prompt-trace-v2-1300_correct_seed3003_attempt000004/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/1300_correct_seed3003_attempt000004/run/real-prompt-trace-v2-1300_correct_seed3003_attempt000004/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/1300_correct_seed3003_attempt000004/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,1300,1300_base,wrong,1300_wrong_seed3013_attempt000014,real-prompt-trace-v2-1300_wrong_seed3013_attempt000014,1300_base_temp08_screen_seed3000_attempt000014,1300,120,3013,14,173,76,19,"{""ok"":173}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/1300_base/attempt_000014.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/1300_wrong_seed3013_attempt000014/run/real-prompt-trace-v2-1300_wrong_seed3013_attempt000014,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/1300_wrong_seed3013_attempt000014/run/real-prompt-trace-v2-1300_wrong_seed3013_attempt000014/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/1300_wrong_seed3013_attempt000014/run/real-prompt-trace-v2-1300_wrong_seed3013_attempt000014/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/1300_wrong_seed3013_attempt000014/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
